-5.05273,0.896729,-0.103516,0
1.3117,0.893555,-0.147217,0.368324
-1.1012,0.893555,-0.147217,0.736648
0.418717,0.932617,-0.104004,1.10497
-2.20433,0.932617,-0.104004,1.4733
-0.0155656,0.94458,-0.126221,1.84162
-1.13216,0.94458,-0.126221,2.20994
-0.499063,0.979248,-0.11499,2.57827
1.28397,0.979248,-0.11499,2.94659
1.35506,1.00684,-0.0964355,3.31492
-0.955561,1.02686,-0.0783691,3.68324
-0.117607,1.02686,-0.0783691,4.05157
-0.193457,1.03394,-0.114502,4.41989
-0.578668,1.03394,-0.114502,4.78821
-0.676338,0.994873,-0.125732,5.15654
-1.00873,0.994873,-0.125732,5.52486
0.337035,1.01782,-0.114014,5.89319
-1.37858,1.0144,-0.137939,6.26151
-0.320287,1.0144,-0.137939,6.62984
0.0562398,1.01563,-0.0834961,6.99816
-1.27621,1.01563,-0.0834961,7.36648
-0.810859,0.995117,-0.107666,7.73481
0.252675,1.00195,-0.097168,8.10313
-0.0499925,1.00195,-0.097168,8.47146
-2.10669,0.950195,-0.105957,8.83978
1.50761,0.950195,-0.105957,9.20811
-0.918667,0.931885,-0.102051,9.57643
0.0433711,0.931885,-0.102051,9.94475
-1.77633,0.881348,-0.139648,10.3131
0.708199,0.889648,-0.0983887,10.6814
-2.10713,0.889648,-0.0983887,11.0497
-1.01784,0.884766,-0.127686,11.4181
-4.24323,0.884766,-0.127686,11.7864
3.18785,0.936523,-0.078125,12.1547
-2.15752,0.936523,-0.078125,12.523
-1.95572,0.962646,-0.11792,12.8913
2.2832,0.962646,-0.11792,13.2597
1.24025,1.01489,-0.090332,13.628
-2.46405,1.03955,-0.0695801,13.9963
1.87467,1.03955,-0.0695801,14.3646
1.58598,1.05591,-0.0576172,14.733
-0.348905,1.05591,-0.0576172,15.1013
-2.34762,1.04834,-0.113281,15.4696
1.84083,1.03369,-0.0981445,15.8379
1.53782,1.03003,-0.11377,16.2063
1.61874,1.03003,-0.11377,16.5746
-2.49572,1.03516,-0.0800781,16.9429
-6.00858,1.03516,-0.0800781,17.3112
-1.76986,1.02393,-0.0952148,17.6796
-1.00616,1.02393,-0.0952148,18.0479
0.039626,1.02197,-0.0947266,18.4162
-3.69618,0.965332,-0.104248,18.7845
0.718679,0.965332,-0.104248,19.1529
0.546665,0.943848,-0.113037,19.5212
-0.26396,0.943848,-0.113037,19.8895
-0.0701132,0.894043,-0.134277,20.2578
-1.72984,0.894043,-0.134277,20.6262
-0.107946,0.907715,-0.0913086,20.9945
1.50918,0.905762,-0.130859,21.3628
-1.96491,0.905762,-0.130859,21.7311
-2.49806,0.953369,-0.079834,22.0995
0.658309,0.953369,-0.079834,22.4678
4.42131,0.97583,-0.112061,22.8361
-4.8177,0.97583,-0.112061,23.2044
9.17201,1.05029,-0.0671387,23.5728
6.41841,1.03638,-0.118896,23.9411
-0.113293,1.03638,-0.118896,24.3094
-7.84821,1.00903,-0.117188,24.6777
-7.70512,1.00903,-0.117188,25.046
-0.584355,1.02905,-0.11499,25.4144
-0.2711,1.02905,-0.11499,25.7827
0.425144,1.02832,-0.124756,26.151
-2.12029,1.03638,-0.0869141,26.5193
-0.760858,1.03638,-0.0869141,26.8877
-0.992009,1.03052,-0.0969238,27.256
-1.77843,1.03052,-0.0969238,27.6243
-2.48059,1.02661,-0.102295,27.9926
-1.65483,1.02661,-0.102295,28.361
-0.0734466,0.961426,-0.102539,28.7293
-1.88531,0.921387,-0.126221,29.0976
0.329934,0.921387,-0.126221,29.4659
0.291179,0.866943,-0.143555,29.8343
-0.064603,0.866943,-0.143555,30.2026
-2.40895,0.876709,-0.114258,30.5709
0.365499,0.876709,-0.114258,30.9392
-1.27111,0.882324,-0.138916,31.3076
0.00743941,0.959961,-0.129639,31.6759
0.548953,1.00708,-0.098877,32.0442
-0.428898,1.00708,-0.098877,32.4125
0.461334,1.01758,-0.0915527,32.7809
1.82812,1.02881,-0.0866699,33.1492
-1.25845,1.02881,-0.0866699,33.5175
-1.49286,1.00562,-0.130859,33.8858
-2.93017,1.00562,-0.130859,34.2542
1.09265,0.982422,-0.12793,34.6225
1.26431,0.982422,-0.12793,34.9908
0.770023,0.995117,-0.134033,35.3591
1.84121,0.995117,-0.134033,35.7275
-0.363586,1.00806,-0.138672,36.0958
-1.46938,1.01855,-0.10376,36.4641
-4.00963,1.01855,-0.10376,36.8324
-0.632609,1.0083,-0.0986328,37.2007
0.611584,1.0083,-0.0986328,37.5691
-1.75621,0.998047,-0.10376,37.9374
-0.948824,0.998047,-0.10376,38.3057
-1.66506,0.946045,-0.11084,38.674
-0.33149,0.920166,-0.123535,39.0424
-0.138196,0.882813,-0.114258,39.4107
-1.38025,0.895264,-0.143799,39.779
-1.80306,0.895264,-0.143799,40.1473
0.498272,0.953613,-0.0983887,40.5157
-1.70067,0.983154,-0.129639,40.884
0.212698,0.983154,-0.129639,41.2523
-1.70343,1.03125,-0.10083,41.6206
-1.04616,1.03125,-0.10083,41.989
-1.49743,1.04492,-0.0820313,42.3573
-1.18496,1.04492,-0.0820313,42.7256
-0.563841,1.05737,-0.0705566,43.0939
-1.3432,1.05737,-0.0705566,43.4623
-1.69319,1.03394,-0.132568,43.8306
-1.13742,1.01807,-0.119873,44.1989
1.3883,1.01807,-0.119873,44.5672
-1.06288,1.03662,-0.131348,44.9356
